challenges	species	sample	library_prep	platform	run_acc	replicate	file_contents	file_type	file_acc	paired_acc	file_url	paired_url	file_s3_uri	paired_s3_uri
1,2	human	H1_mix	cDNA	PacBio	ENCSR731MFY	1	subreads	bam	ENCFF413ZWA		https://www.encodeproject.org/files/ENCFF413ZWA/@@download/ENCFF413ZWA.bam		s3://encode-files/2021/03/26/493f0a9e-f642-4fe7-b2cc-5683b4398fa4/ENCFF413ZWA.bam	
1,2	human	H1_mix	cDNA	PacBio	ENCSR731MFY	1	subreads	bam	ENCFF735HPE		https://www.encodeproject.org/files/ENCFF735HPE/@@download/ENCFF735HPE.bam		s3://encode-files/2021/03/26/bf2726f7-8e26-4216-a5c9-1f71a6377215/ENCFF735HPE.bam	
1,2	human	H1_mix	cDNA	PacBio	ENCSR731MFY	2	reads	fastq	ENCFF743MYM		https://www.encodeproject.org/files/ENCFF743MYM/@@download/ENCFF743MYM.fastq.gz		s3://encode-private/2021/03/26/cfb1a94b-7152-4de7-89cf-73c9abe094f7/ENCFF743MYM.fastq.gz	
1,2	human	H1_mix	cDNA	PacBio	ENCSR731MFY	2	subreads	bam	ENCFF205WPS		https://www.encodeproject.org/files/ENCFF205WPS/@@download/ENCFF205WPS.bam		s3://encode-files/2021/03/26/2f1d1f3d-b3bd-4a2c-a51b-885123d08005/ENCFF205WPS.bam	
1,2	human	H1_mix	cDNA	PacBio	ENCSR731MFY	2	subreads	bam	ENCFF945KEK		https://www.encodeproject.org/files/ENCFF945KEK/@@download/ENCFF945KEK.bam		s3://encode-files/2021/03/26/6821474f-f1f0-44be-a16e-93770a985b69/ENCFF945KEK.bam	
1,2	human	H1_mix	cDNA	PacBio	ENCSR731MFY	3	reads	fastq	ENCFF372YUA		https://www.encodeproject.org/files/ENCFF372YUA/@@download/ENCFF372YUA.fastq.gz		s3://encode-private/2021/03/26/b27b4712-f1c0-45e7-a273-e68b349a077f/ENCFF372YUA.fastq.gz	
1,2	human	H1_mix	cDNA	PacBio	ENCSR731MFY	3	subreads	bam	ENCFF539DBI		https://www.encodeproject.org/files/ENCFF539DBI/@@download/ENCFF539DBI.bam		s3://encode-files/2021/03/26/df55301a-294c-45e7-ae3f-85fec55d8abc/ENCFF539DBI.bam	
1,2	human	H1_mix	cDNA	PacBio	ENCSR731MFY	3	subreads	bam	ENCFF736JMP		https://www.encodeproject.org/files/ENCFF736JMP/@@download/ENCFF736JMP.bam		s3://encode-files/2021/03/26/c8a2e3ed-d5cb-46cb-bb42-9965c89e828a/ENCFF736JMP.bam	
1,2	human	H1_mix	cDNA	ONT	ENCSR957QYS	1	reads	fastq	ENCFF082OHO		https://www.encodeproject.org/files/ENCFF082OHO/@@download/ENCFF082OHO.fastq.gz		s3://encode-private/2021/04/12/24cfb9d9-eec4-4bc8-a2f1-c500daa1d2da/ENCFF082OHO.fastq.gz	
1,2	human	H1_mix	cDNA	ONT	ENCSR957QYS	1	nanopore_signal	tar	ENCFF741ZFV		https://www.encodeproject.org/files/ENCFF741ZFV/@@download/ENCFF741ZFV.tar.gz		s3://encode-private/2021/04/12/9e03be94-8fe0-4c07-beb3-3fcfbff952d0/ENCFF741ZFV.tar.gz	
1,2	human	H1_mix	cDNA	ONT	ENCSR957QYS	2	reads	fastq	ENCFF304JRO		https://www.encodeproject.org/files/ENCFF304JRO/@@download/ENCFF304JRO.fastq.gz		s3://encode-private/2021/04/12/7a3bf14a-8cea-4574-91eb-bab545de22d6/ENCFF304JRO.fastq.gz	
1,2	human	H1_mix	cDNA	ONT	ENCSR957QYS	2	nanopore_signal	tar	ENCFF506RNI		https://www.encodeproject.org/files/ENCFF506RNI/@@download/ENCFF506RNI.tar.gz		s3://encode-private/2021/04/12/71287031-a5c5-469a-a788-989a7081c227/ENCFF506RNI.tar.gz	
1,2	human	H1_mix	cDNA	ONT	ENCSR957QYS	3	reads	fastq	ENCFF389YOZ		https://www.encodeproject.org/files/ENCFF389YOZ/@@download/ENCFF389YOZ.fastq.gz		s3://encode-private/2021/04/12/d0b8eb8b-d15d-4d9e-b455-189b5cfd4443/ENCFF389YOZ.fastq.gz	
1,2	human	H1_mix	cDNA	ONT	ENCSR957QYS	3	nanopore_signal	tar	ENCFF013SGT		https://www.encodeproject.org/files/ENCFF013SGT/@@download/ENCFF013SGT.tar.gz		s3://encode-private/2021/04/12/5304bc94-d3da-496b-888a-1c7dc17f2a9a/ENCFF013SGT.tar.gz	
1,3	mouse	ES	CapTrap	PacBio	ENCSR879GEQ	1	reads	fastq	ENCFF535DQA		https://www.encodeproject.org/files/ENCFF535DQA/@@download/ENCFF535DQA.fastq.gz		s3://encode-private/2021/03/26/adc861f9-c19b-43a0-b7a4-a312e0abbc17/ENCFF535DQA.fastq.gz	
1,3	mouse	ES	CapTrap	PacBio	ENCSR879GEQ	1	subreads	bam	ENCFF710FCJ		https://www.encodeproject.org/files/ENCFF710FCJ/@@download/ENCFF710FCJ.bam		s3://encode-files/2021/03/26/34e7c8eb-a050-4abd-a070-a3fafe5b05fe/ENCFF710FCJ.bam	
1,3	mouse	ES	CapTrap	PacBio	ENCSR879GEQ	2	reads	fastq	ENCFF310IPO		https://www.encodeproject.org/files/ENCFF310IPO/@@download/ENCFF310IPO.fastq.gz		s3://encode-private/2021/03/26/98c25d09-c48e-4e53-bc5b-a4b0c6b86fbd/ENCFF310IPO.fastq.gz	
1,3	mouse	ES	CapTrap	PacBio	ENCSR879GEQ	2	subreads	bam	ENCFF062QXB		https://www.encodeproject.org/files/ENCFF062QXB/@@download/ENCFF062QXB.bam		s3://encode-files/2021/03/26/bc6f3735-4d03-409c-bf50-e01b3caad65b/ENCFF062QXB.bam	
1,3	mouse	ES	CapTrap	PacBio	ENCSR879GEQ	3	reads	fastq	ENCFF654JHQ		https://www.encodeproject.org/files/ENCFF654JHQ/@@download/ENCFF654JHQ.fastq.gz		s3://encode-private/2021/03/26/ed1c52ce-6104-4e0e-8587-28931987c58b/ENCFF654JHQ.fastq.gz	
1,3	mouse	ES	CapTrap	PacBio	ENCSR879GEQ	3	subreads	bam	ENCFF110VBJ		https://www.encodeproject.org/files/ENCFF110VBJ/@@download/ENCFF110VBJ.bam		s3://encode-files/2021/03/26/21e10435-b7a1-423f-85fb-95683531d2f1/ENCFF110VBJ.bam	
1,3	mouse	ES	CapTrap	ONT	ENCSR065QKS	1	reads	fastq	ENCFF356OJC		https://www.encodeproject.org/files/ENCFF356OJC/@@download/ENCFF356OJC.fastq.gz		s3://encode-files/2021/04/10/8895e694-46fb-4a84-af75-adf47e7cb775/ENCFF356OJC.fastq.gz	
1,3	mouse	ES	CapTrap	ONT	ENCSR065QKS	1	nanopore_signal	tar	ENCFF670UEC		https://www.encodeproject.org/files/ENCFF670UEC/@@download/ENCFF670UEC.tar.gz		s3://encode-private/2021/04/09/febfcb0d-53ab-479e-9c6f-4729715f2a9b/ENCFF670UEC.tar.gz	
1,3	mouse	ES	CapTrap	ONT	ENCSR065QKS	2	reads	fastq	ENCFF275RMO		https://www.encodeproject.org/files/ENCFF275RMO/@@download/ENCFF275RMO.fastq.gz		s3://encode-files/2021/04/10/cc4f5a8a-fe1a-46f6-b70a-82e509a0352c/ENCFF275RMO.fastq.gz	
1,3	mouse	ES	CapTrap	ONT	ENCSR065QKS	2	nanopore_signal	tar	ENCFF942RPL		https://www.encodeproject.org/files/ENCFF942RPL/@@download/ENCFF942RPL.tar.gz		s3://encode-private/2021/04/09/69f3f964-75da-4bf9-a6fe-3c8a22fe2538/ENCFF942RPL.tar.gz	
1,3	mouse	ES	CapTrap	ONT	ENCSR065QKS	3	reads	fastq	ENCFF056EOI		https://www.encodeproject.org/files/ENCFF056EOI/@@download/ENCFF056EOI.fastq.gz		s3://encode-files/2021/04/10/7fa5b7de-f573-4aa3-810d-8137a364b1a8/ENCFF056EOI.fastq.gz	
1,3	mouse	ES	CapTrap	ONT	ENCSR065QKS	3	nanopore_signal	tar	ENCFF861WOA		https://www.encodeproject.org/files/ENCFF861WOA/@@download/ENCFF861WOA.tar.gz		s3://encode-private/2021/04/09/66f7036f-e899-4911-b0a0-a8bf482c3d02/ENCFF861WOA.tar.gz	
1,3	mouse	ES	dRNA	ONT	ENCSR369OLY	1	reads	fastq	ENCFF765AEC		https://www.encodeproject.org/files/ENCFF765AEC/@@download/ENCFF765AEC.fastq.gz		s3://encode-files/2021/04/07/8b970935-b98c-4328-85bd-8c809d7af383/ENCFF765AEC.fastq.gz	
1,3	mouse	ES	dRNA	ONT	ENCSR369OLY	1	nanopore_signal	tar	ENCFF914OBQ		https://www.encodeproject.org/files/ENCFF914OBQ/@@download/ENCFF914OBQ.tar.gz		s3://encode-private/2021/04/07/3c9d32af-5d7e-4f15-af7a-419679d651a4/ENCFF914OBQ.tar.gz	
1,3	mouse	ES	dRNA	ONT	ENCSR369OLY	3	reads	fastq	ENCFF412NKJ		https://www.encodeproject.org/files/ENCFF412NKJ/@@download/ENCFF412NKJ.fastq.gz		s3://encode-files/2021/04/07/9c305104-c1e0-497b-88be-c0466fbc7e22/ENCFF412NKJ.fastq.gz	
1,3	mouse	ES	dRNA	ONT	ENCSR369OLY	3	nanopore_signal	tar	ENCFF464USM		https://www.encodeproject.org/files/ENCFF464USM/@@download/ENCFF464USM.tar.gz		s3://encode-private/2021/04/07/44377850-cfd8-46fc-8e14-3ff839b44133/ENCFF464USM.tar.gz	
1,3	mouse	ES	R2C2	ONT	ENCSR602SAJ	1	reads	fasta	ENCFF824JVI		https://www.encodeproject.org/files/ENCFF824JVI/@@download/ENCFF824JVI.fasta.gz		s3://encode-files/2021/04/14/540749b9-e6dd-4b82-8556-f038402ecbbb/ENCFF824JVI.fasta.gz	
1,3	mouse	ES	R2C2	ONT	ENCSR602SAJ	1	reads	fastq	ENCFF055REA		https://www.encodeproject.org/files/ENCFF055REA/@@download/ENCFF055REA.fastq.gz		s3://encode-files/2021/04/14/8a652a1c-76bd-4d89-b62f-9ce45191ad05/ENCFF055REA.fastq.gz	
1,3	mouse	ES	R2C2	ONT	ENCSR602SAJ	2	reads	fasta	ENCFF104DMI		https://www.encodeproject.org/files/ENCFF104DMI/@@download/ENCFF104DMI.fasta.gz		s3://encode-files/2021/04/14/5e42263f-860c-4973-9810-0e93a723747e/ENCFF104DMI.fasta.gz	
1,3	mouse	ES	R2C2	ONT	ENCSR602SAJ	2	reads	fastq	ENCFF598YQO		https://www.encodeproject.org/files/ENCFF598YQO/@@download/ENCFF598YQO.fastq.gz		s3://encode-files/2021/04/14/3a76456a-38d0-42b8-a0fc-672b991235f4/ENCFF598YQO.fastq.gz	
1,3	mouse	ES	R2C2	ONT	ENCSR602SAJ	3	reads	fasta	ENCFF412UHU		https://www.encodeproject.org/files/ENCFF412UHU/@@download/ENCFF412UHU.fasta.gz		s3://encode-files/2021/04/14/18adcb4f-99a2-4288-84cf-a4efb9ab17b0/ENCFF412UHU.fasta.gz	
1,3	mouse	ES	R2C2	ONT	ENCSR602SAJ	3	reads	fastq	ENCFF335WMC		https://www.encodeproject.org/files/ENCFF335WMC/@@download/ENCFF335WMC.fastq.gz		s3://encode-files/2021/04/14/e5da5d4c-3564-4a10-97ce-4579a6afbf63/ENCFF335WMC.fastq.gz	
1,3	mouse	ES	R2C2	ONT	ENCSR710TDI	1	reads	fasta	ENCFF513AEK		https://www.encodeproject.org/files/ENCFF513AEK/@@download/ENCFF513AEK.fasta.gz		s3://encode-files/2021/04/14/3b6e2892-5673-438a-9629-9266acb91fd9/ENCFF513AEK.fasta.gz	
1,3	mouse	ES	R2C2	ONT	ENCSR710TDI	1	reads	fastq	ENCFF797PJV		https://www.encodeproject.org/files/ENCFF797PJV/@@download/ENCFF797PJV.fastq.gz		s3://encode-files/2021/04/14/63ea07a3-6217-434c-aa21-fbe0de68d9c8/ENCFF797PJV.fastq.gz	
1,3	mouse	ES	R2C2	ONT	ENCSR710TDI	2	reads	fasta	ENCFF850MIB		https://www.encodeproject.org/files/ENCFF850MIB/@@download/ENCFF850MIB.fasta.gz		s3://encode-files/2021/04/14/f7a80d03-aa10-4385-8670-34195bde6dcf/ENCFF850MIB.fasta.gz	
1,3	mouse	ES	R2C2	ONT	ENCSR710TDI	2	reads	fastq	ENCFF742GCO		https://www.encodeproject.org/files/ENCFF742GCO/@@download/ENCFF742GCO.fastq.gz		s3://encode-files/2021/04/14/e485b457-d141-455b-a791-a04a35c3cc4a/ENCFF742GCO.fastq.gz	
1,3	mouse	ES	R2C2	ONT	ENCSR710TDI	3	reads	fasta	ENCFF595TIH		https://www.encodeproject.org/files/ENCFF595TIH/@@download/ENCFF595TIH.fasta.gz		s3://encode-files/2021/04/14/c03f6ed3-238b-47e2-94e9-25b62b052c01/ENCFF595TIH.fasta.gz	
1,3	mouse	ES	R2C2	ONT	ENCSR710TDI	3	reads	fastq	ENCFF717LLT		https://www.encodeproject.org/files/ENCFF717LLT/@@download/ENCFF717LLT.fastq.gz		s3://encode-files/2021/04/14/5247507c-81a5-494d-b579-5c3ddd7d92da/ENCFF717LLT.fastq.gz	
1,3	mouse	ES	cDNA	Illumina	ENCSR982PLD	1	reads	fastq	ENCFF521IDK	ENCFF006WNS	https://www.encodeproject.org/files/ENCFF521IDK/@@download/ENCFF521IDK.fastq.gz	https://www.encodeproject.org/files/ENCFF006WNS/@@download/ENCFF006WNS.fastq.gz	s3://encode-private/2021/04/02/4ed8e190-3734-447e-b024-07dfd2f573f6/ENCFF521IDK.fastq.gz	s3://encode-private/2021/04/02/a09bf424-6e8c-42b8-975d-7e94d3a27601/ENCFF006WNS.fastq.gz
1,3	mouse	ES	cDNA	Illumina	ENCSR982PLD	2	reads	fastq	ENCFF089PFT	ENCFF914YPT	https://www.encodeproject.org/files/ENCFF089PFT/@@download/ENCFF089PFT.fastq.gz	https://www.encodeproject.org/files/ENCFF914YPT/@@download/ENCFF914YPT.fastq.gz	s3://encode-private/2021/04/02/9a72e66c-cece-4d83-acc1-479dc260ec86/ENCFF089PFT.fastq.gz	s3://encode-private/2021/04/02/ddacf57c-0fb3-4ff0-870a-ea1b5e17c7fb/ENCFF914YPT.fastq.gz
1,3	mouse	ES	cDNA	Illumina	ENCSR982PLD	3	reads	fastq	ENCFF696TCH	ENCFF751FTE	https://www.encodeproject.org/files/ENCFF696TCH/@@download/ENCFF696TCH.fastq.gz	https://www.encodeproject.org/files/ENCFF751FTE/@@download/ENCFF751FTE.fastq.gz	s3://encode-private/2021/04/02/ac264bad-3dfb-4f7e-a2c6-5c8a1ae21c70/ENCFF696TCH.fastq.gz	s3://encode-private/2021/04/02/950df2d8-6839-4885-86d6-b12f17715c42/ENCFF751FTE.fastq.gz
1,3	mouse	ES	cDNA	PacBio	ENCSR172GXL	1	reads	fastq	ENCFF874VSI		https://www.encodeproject.org/files/ENCFF874VSI/@@download/ENCFF874VSI.fastq.gz		s3://encode-private/2021/02/05/8031a810-3691-4add-889f-b9b40f132576/ENCFF874VSI.fastq.gz	
1,3	mouse	ES	cDNA	PacBio	ENCSR172GXL	1	subreads	bam	ENCFF564NGV		https://www.encodeproject.org/files/ENCFF564NGV/@@download/ENCFF564NGV.bam		s3://encode-files/2021/02/12/119ad2eb-479e-4679-bee1-347ddcd2575f/ENCFF564NGV.bam	
1,3	mouse	ES	cDNA	PacBio	ENCSR172GXL	1	subreads	bam	ENCFF714ZJR		https://www.encodeproject.org/files/ENCFF714ZJR/@@download/ENCFF714ZJR.bam		s3://encode-files/2021/02/12/8508e2eb-4f89-4375-8c94-49c115b1fbe7/ENCFF714ZJR.bam	
1,3	mouse	ES	cDNA	PacBio	ENCSR172GXL	2	reads	fastq	ENCFF667VXS		https://www.encodeproject.org/files/ENCFF667VXS/@@download/ENCFF667VXS.fastq.gz		s3://encode-private/2021/02/05/1195494f-5857-4cec-9c06-26d92c4ff37e/ENCFF667VXS.fastq.gz	
1,3	mouse	ES	cDNA	PacBio	ENCSR172GXL	2	subreads	bam	ENCFF493CBP		https://www.encodeproject.org/files/ENCFF493CBP/@@download/ENCFF493CBP.bam		s3://encode-private/2021/02/13/6fd5c4fe-ea70-418d-9f26-5807a52b2b14/ENCFF493CBP.bam	
1,3	mouse	ES	cDNA	PacBio	ENCSR172GXL	2	subreads	bam	ENCFF993JVA		https://www.encodeproject.org/files/ENCFF993JVA/@@download/ENCFF993JVA.bam		s3://encode-files/2021/02/13/d2ca889a-0ab8-4df3-9cb8-9b0078e3d893/ENCFF993JVA.bam	
1,3	mouse	ES	cDNA	PacBio	ENCSR172GXL	3	reads	fastq	ENCFF313VYZ		https://www.encodeproject.org/files/ENCFF313VYZ/@@download/ENCFF313VYZ.fastq.gz		s3://encode-private/2021/02/05/4b36e8f6-9960-4c46-9981-00d2170368ed/ENCFF313VYZ.fastq.gz	
1,3	mouse	ES	cDNA	PacBio	ENCSR172GXL	3	subreads	bam	ENCFF094NZA		https://www.encodeproject.org/files/ENCFF094NZA/@@download/ENCFF094NZA.bam		s3://encode-files/2021/04/05/cb263833-80c8-4e75-b833-9af26a3dc12a/ENCFF094NZA.bam	
1,3	mouse	ES	cDNA	PacBio	ENCSR172GXL	3	subreads	bam	ENCFF280DWZ		https://www.encodeproject.org/files/ENCFF280DWZ/@@download/ENCFF280DWZ.bam		s3://encode-files/2021/04/05/8863fb53-be5c-47bf-8785-7df65a1ae1bb/ENCFF280DWZ.bam	
1,3	mouse	ES	cDNA	ONT	ENCSR198UZE	1	reads	fastq	ENCFF683TBO		https://www.encodeproject.org/files/ENCFF683TBO/@@download/ENCFF683TBO.fastq.gz		s3://encode-private/2021/04/12/8cb91303-ea0b-4155-a77a-724eafe58254/ENCFF683TBO.fastq.gz	
1,3	mouse	ES	cDNA	ONT	ENCSR198UZE	1	nanopore_signal	tar	ENCFF429FDN		https://www.encodeproject.org/files/ENCFF429FDN/@@download/ENCFF429FDN.tar.gz		s3://encode-private/2021/04/12/79346aba-f48c-4f6e-af9f-161d67e8d436/ENCFF429FDN.tar.gz	
1,3	mouse	ES	cDNA	ONT	ENCSR198UZE	2	reads	fastq	ENCFF232YSU		https://www.encodeproject.org/files/ENCFF232YSU/@@download/ENCFF232YSU.fastq.gz		s3://encode-private/2021/04/12/6db28225-6e7c-47d8-9994-a52f69e62960/ENCFF232YSU.fastq.gz	
1,3	mouse	ES	cDNA	ONT	ENCSR198UZE	2	nanopore_signal	tar	ENCFF209ZZU		https://www.encodeproject.org/files/ENCFF209ZZU/@@download/ENCFF209ZZU.tar.gz		s3://encode-private/2021/04/12/61998b95-d130-43d6-922e-fe95bda4b289/ENCFF209ZZU.tar.gz	
1,3	mouse	ES	cDNA	ONT	ENCSR198UZE	3	reads	fastq	ENCFF288PBL		https://www.encodeproject.org/files/ENCFF288PBL/@@download/ENCFF288PBL.fastq.gz		s3://encode-private/2021/04/12/802c147f-f2dc-4de2-99f4-0bcc28dff7b4/ENCFF288PBL.fastq.gz	
1,3	mouse	ES	cDNA	ONT	ENCSR198UZE	3	nanopore_signal	tar	ENCFF931ICQ		https://www.encodeproject.org/files/ENCFF931ICQ/@@download/ENCFF931ICQ.tar.gz		s3://encode-private/2021/04/12/edb604c2-ff2d-4d4d-a1fb-90ab251cf950/ENCFF931ICQ.tar.gz	
